BOARD;CHANNEL;TIMETAG;ENERGY;FLAGS;PROBE_CODE;SAMPLES
0;0;3274600000;0;0x0;1;8141;8137;8143;8140;8143;8140;8138;8143;8142;8138;8141;8143;8141;8143;8138;8143;8141;8143;8137;8141;8141;8138;8144;8143;8141;8139;8145;8144;8139;8140;8139;8147;8141;8140;8144;8139;8143;8141;8136;8144;8141;8141;8138;8143;8141;8140;8142;8145;8143;8145;8139;8142;8141;8139;8136;8140;8138;8137;8140;8145;8140;8142;8139;8138;8142;8138;8140;8138;8141;8141;8142;8139;8144;8137;8135;8136;8140;8139;8138;8136;8142;8138;8140;8143;8146;8142;8141;8138;8147;8138;8140;8138;8144;8136;8143;8141
0;0;13274552000;0;0x0;1;8142;8141;8140;8140;8136;8140;8139;8149;8140;8139;8141;8141;8141;8138;8141;8143;8143;8144;8143;8143;8145;8139;8144;8149;8146;8148;8149;8146;8145;8139;8143;8144;8141;8143;8141;8143;8144;8139;8144;8144;8141;8145;8140;8143;8139;8140;8143;8143;8142;8141;8137;8143;8145;8144;8138;8143;8144;8141;8143;8144;8143;8141;8144;8142;8139;8142;8140;8142;8144;8142;8144;8144;8140;8141;8141;8142;8141;8141;8145;8145;8141;8142;8138;8140;8143;8143;8145;8144;8142;8144;8146;8144;8147;8144;8148;8161
0;0;23274522000;0;0x0;1;8139;8142;8143;8140;8140;8144;8139;8142;8143;8140;8140;8139;8141;8139;8145;8142;8142;8144;8139;8141;8140;8139;8143;8141;8142;8137;8145;8145;8142;8140;8142;8138;8143;8140;8142;8140;8144;8138;8142;8141;8142;8148;8145;8141;8145;8138;8141;8139;8141;8138;8139;8141;8143;8137;8141;8143;8139;8139;8140;8138;8143;8139;8145;8143;8144;8147;8140;8145;8144;8139;8144;8141;8143;8143;8143;8140;8144;8135;8145;8144;8140;8142;8142;8146;8142;8141;8144;8141;8141;8137;8141;8140;8138;8141;8147;8141
0;0;33274488000;0;0x0;1;8142;8143;8143;8137;8139;8140;8138;8142;8141;8143;8138;8142;8141;8137;8145;8143;8141;8139;8142;8140;8143;8139;8143;8143;8138;8139;8143;8147;8140;8143;8143;8141;8139;8143;8145;8137;8141;8145;8139;8144;8139;8143;8143;8138;8139;8139;8142;8140;8141;8141;8139;8138;8140;8143;8144;8137;8139;8140;8141;8140;8141;8141;8141;8146;8142;8138;8144;8141;8146;8144;8140;8144;8139;8140;8142;8144;8140;8140;8144;8142;8140;8145;8142;8143;8141;8139;8143;8142;8143;8140;8131;8151;8256;8335;8198;8184
0;0;43274462000;0;0x0;1;8139;8140;8145;8144;8140;8144;8139;8139;8139;8142;8142;8144;8142;8139;8139;8142;8141;8143;8141;8146;8146;8146;8141;8140;8139;8145;8137;8139;8145;8142;8139;8140;8136;8142;8141;8138;8143;8144;8140;8139;8142;8140;8144;8144;8144;8151;8143;8142;8139;8137;8137;8142;8137;8142;8138;8141;8142;8142;8141;8137;8141;8141;8142;8145;8142;8145;8141;8144;8144;8137;8141;8141;8144;8139;8138;8140;8142;8140;8141;8143;8141;8143;8141;8139;8144;8141;8138;8144;8178;8388;8230;8219;8151;8150;8140;8146
0;0;53274412000;0;0x0;1;8142;8143;8143;8139;8145;8139;8144;8140;8142;8142;8139;8140;8143;8143;8142;8145;8147;8143;8143;8145;8145;8142;8138;8143;8144;8143;8140;8143;8142;8142;8144;8139;8139;8140;8144;8142;8146;8141;8141;8142;8140;8139;8141;8134;8141;8141;8139;8139;8142;8142;8142;8142;8142;8142;8140;8140;8147;8142;8142;8142;8137;8141;8138;8142;8146;8140;8141;8143;8143;8138;8138;8144;8139;8144;8139;8147;8141;8143;8139;8141;8143;8141;8139;8142;8143;8138;8138;8142;8142;8141;8141;8143;8137;8141;8145;8141
0;0;63274380000;0;0x0;1;8139;8145;8139;8139;8143;8141;8142;8142;8143;8143;8141;8143;8140;8140;8144;8143;8143;8141;8140;8143;8145;8143;8142;8140;8141;8139;8139;8143;8139;8144;8141;8135;8141;8139;8139;8141;8140;8142;8141;8145;8141;8145;8139;8143;8145;8140;8140;8140;8143;8140;8143;8143;8143;8139;8141;8140;8145;8141;8141;8140;8141;8141;8143;8141;8148;8140;8146;8141;8139;8140;8141;8139;8142;8140;8142;8140;8147;8138;8142;8141;8141;8138;8144;8143;8137;8138;8140;8140;8142;8155;8234;8274;8224;8304;8172;8195
0;0;73274344000;0;0x0;1;8142;8141;8137;8141;8142;8137;8142;8138;8139;8138;8147;8146;8139;8140;8139;8142;8143;8143;8143;8140;8141;8141;8139;8142;8141;8142;8137;8142;8142;8139;8140;8140;8141;8137;8139;8140;8141;8139;8141;8147;8137;8141;8142;8146;8140;8142;8139;8141;8141;8139;8138;8145;8143;8142;8142;8145;8139;8141;8142;8138;8142;8140;8143;8143;8141;8141;8138;8142;8140;8141;8146;8143;8145;8141;8144;8142;8141;8137;8140;8141;8141;8138;8143;8145;8139;8141;8141;8140;8141;8139;8141;8159;8349;8250;8205;8156
0;0;83274302000;0;0x0;1;8140;8136;8137;8141;8143;8140;8139;8144;8145;8137;8145;8143;8142;8138;8138;8138;8143;8142;8138;8139;8143;8142;8143;8142;8139;8136;8142;8143;8143;8139;8143;8141;8144;8142;8140;8141;8141;8143;8138;8140;8142;8145;8142;8144;8141;8140;8140;8137;8141;8136;8140;8138;8143;8144;8142;8142;8140;8138;8143;8139;8144;8147;8142;8140;8140;8139;8143;8137;8142;8136;8140;8141;8144;8146;8143;8139;8142;8141;8144;8142;8145;8142;8142;8142;8139;8137;8142;8143;8138;8137;8141;8142;8142;8143;8140;8137
0;0;93274268000;0;0x0;1;8145;8144;8137;8142;8141;8141;8140;8144;8141;8138;8144;8141;8143;8145;8139;8142;8144;8143;8140;8137;8140;8139;8143;8138;8140;8141;8146;8144;8143;8142;8145;8138;8143;8143;8140;8142;8137;8147;8145;8146;8138;8142;8140;8141;8144;8142;8139;8144;8141;8141;8144;8142;8142;8143;8143;8138;8137;8140;8142;8140;8139;8138;8139;8143;8143;8141;8138;8142;8145;8141;8144;8138;8144;8140;8139;8143;8137;8139;8142;8141;8143;8140;8142;8141;8141;8144;8143;8141;8143;8141;8138;8136;8139;8143;8143;8141
0;0;103274232000;0;0x0;1;8143;8138;8141;8137;8144;8136;8144;8146;8146;8143;8140;8140;8143;8144;8144;8142;8140;8141;8144;8138;8142;8139;8143;8146;8144;8144;8145;8140;8139;8139;8147;8141;8146;8139;8144;8143;8142;8143;8140;8139;8143;8145;8141;8138;8144;8142;8141;8140;8142;8140;8140;8139;8140;8142;8137;8146;8145;8143;8144;8146;8145;8145;8142;8137;8141;8143;8143;8140;8140;8142;8144;8141;8145;8140;8140;8141;8145;8141;8140;8140;8139;8148;8142;8144;8139;8142;8138;8143;8143;8141;8141;8137;8140;8141;8139;8145
0;0;113274184000;0;0x0;1;8141;8144;8138;8140;8144;8144;8141;8145;8144;8147;8143;8145;8146;8145;8144;8141;8144;8141;8144;8143;8145;8146;8137;8142;8140;8142;8140;8143;8142;8139;8142;8145;8140;8141;8146;8141;8140;8143;8141;8137;8145;8141;8141;8143;8141;8142;8142;8145;8143;8145;8143;8140;8140;8144;8140;8138;8144;8141;8139;8138;8142;8140;8138;8142;8142;8138;8140;8142;8144;8145;8143;8141;8141;8138;8140;8139;8144;8146;8139;8140;8140;8145;8140;8145;8140;8139;8138;8145;8144;8143;8141;8140;8142;8146;8141;8139
